,bath,bed,furnished,price,size,street,where
4759,1.0,1.0,0,1875,,64-64 Wetherole Street #4A,Rego Park
4760,1.0,1.0,0,2900,,162 W 54th Street #7E,Midtown
4761,2.0,3.0,0,6277,1217,222 East 39th Street #9G,Murray Hill
4762,1.0,1.0,0,1875,,64-64 Wetherole Street #4A,Rego Park
4763,1.0,,0,55000,,132 East 62nd Street TOWNHOUSE,Lenox Hill
4764,1.0,,1,6995,861,252 Seventh Avenue #10Z,Chelsea
4765,1.5,3.0,0,3200,,319 Melrose Street #1F,Bushwick
4766,1.0,3.0,0,2950,,319 Melrose Street #3F,Bushwick
4767,1.0,3.0,0,3400,1100,319 Melrose Street #4F,Bushwick
4768,1.0,1.0,0,1350,,3574 Dekalb Avenue #6J,Norwood
4769,1.0,3.0,0,3400,,319 Melrose Street #4B,Bushwick
4770,1.0,2.0,0,3395,,419 E 76th Street #4A,Upper East Side
4771,1.0,1.0,0,1400,,1084 New York Avenue #C18,Flatbush
4772,2.5,2.0,0,9495,,436 West 20th Street GARDEN-LEVEL,West Chelsea
4773,2.0,4.0,0,5500,,7 West 108th Street #1A,
4774,1.0,1.0,0,1395,,1630 Undercliff Avenue #B2,Morris Heights
4775,1.0,1.0,0,1835,598,630 Lenox Avenue #5S,Central Harlem
4776,1.0,2.0,0,2400,,546 Union Street #1,Gowanus
4777,1.0,2.0,0,2700,650,239 E 51 #4E,Turtle Bay
4778,1.0,1.0,0,1500,,267 West 146th Street #3,
4779,1.0,3.0,0,4000,,5 West 101st Street #7D,
4780,1.0,1.0,0,1450,,1522 61st Street #1R,Borough Park
4781,1.0,3.0,0,4000,,211 West 109th Street #4D,
4782,1.5,3.0,0,2999,,217 Spencer Street #1,Bedford-Stuyvesant
4783,1.0,,0,1450,,41-29 50th Street #1R,Sunnyside
4784,3.0,6.0,0,8000,,230 W. 107th Street #4C,
4785,2.0,2.0,0,20000,2187,117A Charles Street TOWNHOUSE,West Village
4786,1.0,3.0,0,2200,1000,353 E 138th Street #2E,Mott Haven
4787,1.0,,0,1950,,538 W 47th #B,Midtown West
4788,1.0,1.0,0,4850,825,211 East 51st Street #11C,Turtle Bay
4789,3.0,3.0,0,28500,2783,400 Park Avenue South #35B,NoMad
4790,1.0,,0,1950,,538 W 47th #B,Midtown West
4791,1.0,2.0,0,1800,,51-63 47th Street #2,Elmhurst
4792,1.0,,0,1850,,139 W 28th #1E,
4793,1.0,1.0,0,2100,650,100 2nd Street #2,Carroll Gardens
4794,1.0,2.0,0,1800,,32 W 131st Street #5,Central Harlem
4795,1.0,2.0,0,2500,,2940 Ocean Parkway #15L,Coney Island
4796,1.0,1.0,0,2100,,43-29 39th Place #29,Sunnyside
4797,1.0,,0,1775,300,131 Amity Street #6,Cobble Hill
4798,2.0,2.0,0,6200,1140,101 West End Avenue #34A,Lincoln Square
4799,2.0,1.0,0,4970,973,101 West End Avenue #27F,Lincoln Square
4800,1.0,1.0,0,6810,747,105 W 29th Street #40E,Chelsea
4801,3.0,1.0,0,4060,825,160 Riverside Boulevard #11A,Lincoln Square
4802,2.5,3.0,0,17500,,200 West 72nd Street #16E,Lincoln Square
4803,3.0,4.0,0,5468,,205 Van Buren #PH,Stuyvesant Heights
4804,1.0,3.0,0,2750,,940 Saint Nicholas Avenue #4J,
4805,1.0,2.0,0,2550,,130 Wadsworth Avenue #21,Washington Heights
4806,1.0,3.0,0,2550,725,76 Pinehurst Avenue #42,Hudson Heights
4807,2.0,2.0,0,6650,1143,100 Riverside Boulevard #30E,Lincoln Square
4808,1.0,2.0,0,4395,,334 E 6th Street #10,East Village
4809,1.0,1.0,0,3000,,511 E 80 #2G,Yorkville
4810,1.0,1.0,0,2650,,241 E. 73rd Street #2F,Upper East Side
4811,1.0,1.0,0,4264,616,55 West 26th Street #28J,Chelsea
4812,1.0,2.0,0,3350,,29 Saint Marks Place #B,
4813,1.0,1.0,0,3200,,72 Willoughby Street #4D,Downtown Brooklyn
4814,1.0,2.0,0,2600,,1771 1st Avenue #2,Yorkville
4815,1.5,3.0,0,5200,,91 Nevins Street #2,Boerum Hill
4816,1.0,1.0,0,1899,910,1135 Pelham Parkway North #6H,Pelham Gardens
4817,2.0,3.0,0,6277,1217,222 East 39th Street #9G,Murray Hill
4818,1.5,3.0,0,5200,,91 Nevins Street #2,Boerum Hill
4819,1.0,1.0,0,4600,,865 United Nations Plaza #10A,Turtle Bay
4820,1.0,1.0,0,3800,,108 East 38th Street #1401,
4821,1.0,1.0,0,2100,,104 Macdougal Street #12,
4822,1.0,,0,1775,,1569 York #5C,
4823,1.0,1.0,0,2832,,63 Wall Street #701,Financial District
4824,1.0,0.0,0,2600,,320 East 58th Street #10D,Sutton Place
4825,1.0,,0,2900,,50 West 34th Street #5A6,Midtown South
4826,1.0,1.0,0,3000,,50 West 34th Street #21A1,Midtown South
4827,1.0,2.0,0,2695,,120 West 3rd Street #18,Greenwich Village
4828,1.0,1.0,0,1900,,955 Coney Island Avenue #110,Ditmas Park
4829,1.5,3.0,0,7000,,326 Sackett Street #A,Carroll Gardens
4830,1.0,1.0,0,3591,,41 River Terrace #2807,Battery Park City
4831,1.0,3.0,0,2250,1000,1311 Herkimer Street #B,Ocean Hill
4832,1.0,1.0,0,3250,800,425 East 63rd Street #W6F,Lenox Hill
4833,1.0,1.0,0,3282,539,80 Dekalb Avenue #20C,Fort Greene
4834,,,0,1250,,67 W 119th Street #2,Central Harlem
4835,2.0,2.0,0,4500,823,60 Berry Street #3G,Williamsburg
4836,2.0,2.0,0,5750,1212,435 E 79th Street #12B,Yorkville
4837,1.0,1.0,0,9250,1650,95 Grand Street #3,Soho
4838,1.0,2.0,0,2650,,437 East 80th Street #10,
4839,2.0,3.0,0,3200,1200,18 Fayette #3,Bushwick
4840,1.0,2.0,0,2500,800,530 Court Street #1R,Carroll Gardens
4841,1.0,,0,1125,,1777 Grand Concourse #4D,Mt. Hope
4842,1.0,,0,3000,725,372 Fifth Avenue #8J,Midtown South
4843,1.0,,0,2500,550,420 East 55th Street #6T,Sutton Place
4844,1.0,1.0,0,2195,,410 East 74th Street #4D,Upper East Side
4845,1.0,1.0,0,2000,,320 E. 34th Street #2A,Kips Bay
4846,1.0,1.0,0,2500,,148 West 77th Street #4B,Upper West Side
4847,1.0,,0,2200,,220 West 24 #2K,Chelsea
4848,1.0,1.0,0,2770,,1743 First Avenue #9B,Yorkville
4849,1.0,1.0,0,2800,,423 East 90th Street #4E,Yorkville
4850,1.0,0.0,0,2150,,334 East 74th Street #3D,Upper East Side
4851,1.0,0.0,0,2245,,128 East 85th Street #3A,Upper East Side
4852,1.0,0.0,0,2100,,444 East 88th Street #4B,Yorkville
4853,1.0,1.0,0,1695,788,2375 East 3rd Street #3G,Gravesend
4854,1.0,,0,2800,435,340 East 23rd Street #4G,Gramercy Park
4855,1.5,3.0,0,3200,,99 Himrod #1R,Bushwick
4856,1.0,1.0,0,2895,,697 10th Avenue #3RS,Midtown West
4857,2.0,3.0,0,8600,2200,587 10th Street #1,Park Slope
4858,1.0,1.0,0,3195,700,408 East 92nd Street #9A,Yorkville
4859,3.0,3.0,0,12923,,222 East 34th Street #2403,Kips Bay
4860,1.0,1.0,0,2895,,697 10th Avenue #3RS,Midtown West
4861,2.0,3.0,0,8600,2200,587 10th Street #1,Park Slope
4862,1.0,1.0,0,3695,,273 W 10th Street #2RW,West Village
4863,1.0,1.0,0,4095,,290 W 12th Street #3E,West Village
4864,2.0,2.0,0,4695,,47 1/2 E 1st Street #5R,East Village
4865,1.0,3.0,0,4395,,459 W 50th #2W,Midtown West
4866,2.0,2.0,0,3995,,47 E 1st Street #2F,East Village
4867,1.0,1.0,0,2995,,60 Avenue B #3A,East Village
4868,1.0,2.0,0,3050,,235 East 50th Street #22,Turtle Bay
4869,2.0,2.0,0,4600,1600,733 9th Avenue #4AB,Midtown West
4870,1.0,1.5,0,2600,800,227 DeKalb Avenue #1,Fort Greene
4871,1.0,3.0,0,3400,,204 Irving #3R,Bushwick
4872,2.0,2.0,0,6200,,101 Bedford Avenue #A808,Williamsburg
4873,1.0,2.0,0,2260,,735 West 172nd Street #A52,Washington Heights
4874,2.0,2.0,0,2900,,301 Sullivan Place #5G,Crown Heights
4875,1.0,3.0,0,2700,,402 Park Avenue #2,Bedford-Stuyvesant
4876,2.0,2.0,0,3700,1000,94 Grand Avenue #3D,Clinton Hill
4877,1.0,,0,1300,,614 40th Street #1,Sunset Park
4878,1.0,2.0,0,3250,,488 3rd Avenue #3,Gowanus
4879,1.0,0.0,0,2050,,1132 1st Avenue #1C,
4880,1.0,,0,3500,,200 West 67th Street #19D,Lincoln Square
4881,1.0,2.0,0,3250,,488 3rd Avenue #2,Gowanus
4882,1.0,1.0,0,2000,,662 6th Avenue #4L,Park Slope
4883,1.0,2.0,0,2800,,319 Hooper #2A,Williamsburg
4884,1.0,3.0,0,3000,1300,35015 Broadway #2F,Astoria
4885,1.0,,0,2695,,247 West 10th #3E,West Village
4886,1.0,1.0,0,2150,,700 Ocean Avenue #B2,Prospect Park South
4887,1.0,2.0,0,3450,1000,43 7th Avenue #4,Park Slope
4888,1.0,1.0,0,2100,,433 W. 54th Street # #1,
4889,1.0,1.0,0,2500,,101 Clinton Street #5,Lower East Side
4890,1.0,1.0,0,3500,717,350 East 82nd Street #3M,Yorkville
4891,2.0,2.0,0,5640,,666 Greenwich Street #949,West Village
4892,2.0,2.0,0,5607,,666 Greenwich Street #310,West Village
4893,2.0,1.0,0,4984,,666 Greenwich Street #908,West Village
4894,2.0,2.0,0,6300,,666 Greenwich Street #1047,West Village
4895,1.0,,0,2275,571,215 West 95th Street #14M,Upper West Side
4896,1.0,1.0,0,1800,900,280 Ocean Parkway #4M,Kensington
4897,2.5,2.0,0,9500,1400,125 West 21st Street #11B,Chelsea
4898,1.0,1.0,0,1499,,2179 3rd Avenue #2,East Harlem
4899,1.0,1.0,0,3350,713,99 John Street #605,Fulton/Seaport
4900,2.0,2.0,0,5495,,424 West End Avenue #504,Upper West Side
4901,2.5,2.0,0,8500,1690,75 West Street #16C,Financial District
4902,1.0,,1,3550,536,39 East 29th Street #9E,NoMad
4903,1.0,,0,2400,,155 East 38th Street #7C,Murray Hill
4904,1.0,2.0,0,4400,715,55-75 West End Avenue #S2A,Lincoln Square
4905,1.0,2.0,0,4800,864,55-75 West End Avenue #C14L,Lincoln Square
4906,1.0,,0,2099,500,348 West 56th Street #1D,Midtown West
4907,1.0,2.0,0,1999,,142-41 41st Avenue #512,Flushing
4908,3.0,4.0,0,10000,2800,323 East 78th Street #4D2,Upper East Side
4909,1.0,,0,2000,,536 West 47th Street #9,Midtown West
4910,1.0,2.0,0,3675,,573 Metropolitan Avenue #3A,Williamsburg
4911,1.0,1.0,0,1799,,31-03 23rd Street #4D,Astoria
4912,1.0,2.0,0,2349,,157 Clifton Place #A2,Bedford-Stuyvesant
4913,1.0,1.0,0,1950,,3510 35th Street #34,Long Island City
4914,1.0,2.0,0,4000,,551 Hudson Street #20,West Village
4915,1.5,2.0,0,2500,1100,98-01 67th Avenue #12P,Rego Park
4916,1.0,1.0,0,3799,,2-14 50th Avenue #903E,Hunters Point
4917,1.0,1.0,0,2525,,530 Driggs Avenue #3R,Williamsburg
4918,1.0,,0,3415,1100,275 Park Avenue #7U,Clinton Hill
4919,2.0,3.0,0,5000,1360,204 Huntington Street #TH6,Carroll Gardens
4920,1.0,4.0,0,4400,,526 West 123rd Street #5E,Morningside Heights
4921,2.0,4.0,0,4400,,520 West 123rd Street #1W,Morningside Heights
4922,2.0,4.0,0,4400,,526 West 123rd Street #1E,Morningside Heights
4923,1.0,2.0,0,2800,,505 West 122nd Street #1,Morningside Heights
4924,1.0,2.0,0,2800,,505 West 122nd Street #53,Morningside Heights
4925,1.0,3.0,0,3600,,505 West 122nd Street #42,Morningside Heights
4926,1.0,3.0,0,3700,,503 West 122nd Street #6,Morningside Heights
4927,1.0,4.0,0,4000,,1274 Amsterdam Avenue #4,Morningside Heights
4928,1.0,1.0,0,3695,,2 Water Street #16B,Financial District
4929,2.0,2.0,0,5778,,560 West 43rd Street #3C,Midtown West
4930,1.0,3.0,0,3700,,503 West 122nd Street #6,Morningside Heights
4931,1.0,4.0,0,4000,,1274 Amsterdam Avenue #4,Morningside Heights
4932,2.0,2.0,0,3600,,503 West 122nd Street #1,Morningside Heights
4933,1.0,3.0,0,3900,,1274 Amsterdam Avenue #6,Morningside Heights
4934,1.0,2.0,0,6000,1153,210 East 68th Street #2B,Lenox Hill
4935,2.0,3.0,0,3695,,327 East 101st Street #4F,East Harlem
4936,2.0,3.0,0,3140,1327,3052 Brighton 1st Street #8D,Brighton Beach
4937,2.0,3.0,0,6500,,262 Elizabeth Street #5,Nolita
4938,1.0,2.0,0,2776,,380 South 4th Street #23,Williamsburg
4939,2.0,2.0,0,5800,,210 Bedford Avenue #1,Williamsburg
4940,1.0,2.0,0,3000,,32 Garnet Street #1L,Carroll Gardens
4941,2.0,3.0,0,2300,,186 Rockaway Avenue #3,Ocean Hill
4942,1.0,1.0,0,3370,,235 West 48th Street #17N,Midtown
4943,2.0,2.0,0,7400,1351,50 Riverside Boulevard #10B,Lincoln Square
4944,1.0,2.0,0,1800,,1333 E 18th Street #3,Midwood
4945,1.0,1.0,0,2200,,3093 38th Street #2C,Astoria
4946,1.0,3.0,0,2200,,450 49th Street #8,Sunset Park
4947,1.0,2.0,0,3100,,407 East 69th Street #4,Lenox Hill
4948,1.0,2.0,0,2000,1000,44-73 21st Street #A3,Hunters Point
4949,1.0,2.0,0,1800,,450 49th Street #9,Sunset Park
4950,1.0,,0,2677,,384 Bridge Street #31F,Downtown Brooklyn
4951,1.5,1.0,0,2500,,1810 Astoria Boulevard #2A,Long Island City
4952,1.0,1.0,0,2400,,263 Windsor Place #1,Windsor Terrace
4953,1.0,1.0,0,2600,,134 West 86th Street #4B,Upper West Side
4954,1.0,2.0,0,2400,,23-12 31st Street #2F,Astoria
4955,1.0,1.0,0,2175,750,427 East 83rd Street #5B,Yorkville
4956,1.0,1.0,0,2750,550,166 E 35th Street #8D,Murray Hill
4957,1.0,2.0,0,1895,949,2750 Homecrest Avenue #223,Brighton Beach
4958,1.0,,0,1490,,260 Hawthorne Street #3K,Prospect Lefferts Gardens
4959,1.0,2.0,0,3025,,235 East 50th Street #44A,Turtle Bay
4960,1.0,2.0,0,3995,,203 Rivington #2E,Lower East Side
4961,,,0,1425,,9201 Shore Rd #605,Bay Ridge
4962,1.0,,0,1895,,408 East 83rd Street #3B,Yorkville
4963,2.0,3.0,0,3750,,81 S 6th Street #1,Williamsburg
4964,1.0,2.0,0,2200,,357 Prospect Avenue #2,Park Slope
4965,2.0,2.0,0,6000,,101 Bedford Avenue #D707,Williamsburg
4966,1.0,1.0,0,2500,,310 President Street #2,
4967,2.0,3.0,0,2750,,1712 Palmetto Street #3L,Ridgewood
4968,2.0,2.0,0,2500,,3261 46th Street ,Long Island City
4969,1.0,3.0,0,2800,,664 W 163rd Street #66,Washington Heights
4970,1.0,,0,2335,,395 Leonard Street #632,Williamsburg
4971,3.0,3.0,0,11750,2500,40 Broad Street #PH3C,Financial District
4972,1.0,3.0,0,2800,,664 W 163rd Street #66,Washington Heights
4973,1.0,2.0,0,2500,750,640 Fort Washington Avenue #4A,Hudson Heights
4974,1.0,2.0,0,1800,1276,156 E 39th Street #1R,Northeast Flatbush
4975,1.0,,0,4000,950,444 West 51st Street #RETAIL,Midtown West
4976,1.0,1.0,0,2150,,61 Herbert Street #4A,Greenpoint
4977,3.0,3.0,0,28500,2783,400 Park Avenue South #35B,NoMad
4978,1.0,3.0,0,3200,,149-57 15th Dr ,Flushing
4979,1.0,2.0,0,1999,,967 Ocean Avenue #2C,Ditmas Park
4980,,3.0,1,14500,2100,945 Fifth Avenue #3A,Upper East Side
4981,1.0,,0,1750,,32 Middagh Street #1,Brooklyn Heights
4982,1.5,2.5,0,2600,1400,65-36 99th Street #5D,Rego Park
4983,1.0,1.0,0,2895,,607 East 11th Street #7,East Village
4984,1.0,2.0,0,2750,,23-10 31 Drive #5,Long Island City
4985,2.0,2.0,0,4100,,520 West 48th Street #6L,Midtown West
4986,1.0,1.0,0,2850,700,155 East 91st Street #4G,Carnegie Hill
4987,1.0,2.0,0,2095,,518 W 204th Street #51,Inwood
4988,1.5,3.0,0,3099,,246 Stanhope Street #1L,Bushwick
4989,1.0,,0,2400,,250 W 71st Street #3R,Lincoln Square
4990,1.0,1.0,0,3500,,101 Bedford Avenue #A512,Williamsburg
4991,1.0,1.0,0,1700,660,61-17 68th Avenue ,
4992,1.0,4.0,0,3588,,701 Greene Avenue #1,Stuyvesant Heights
4993,1.0,3.0,0,2895,1500,9201 Shore Rd #101,Bay Ridge
4994,1.0,,0,2300,500,333 E 46th Street #7E,Turtle Bay
4995,2.0,1.5,0,3750,,101 Bedford Avenue #D607,Williamsburg
4996,1.0,1.0,0,1550,,2034 2nd Avenue #1,East Harlem
4997,1.0,1.0,0,1900,,596 East 19th Street #5C,Ditmas Park
4998,1.0,1.0,0,2695,645,454 Manhattan Avenue #5N,Central Harlem
4999,1.0,1.0,0,4500,,550 West 45th Street #1603,Midtown West
5000,1.0,1.0,0,1900,,596 East 19th Street #5C,Ditmas Park
5001,1.0,1.0,0,1800,,47-08 30th Avenue #1F,Woodside
5002,1.0,1.0,0,1800,,47-08 30th Avenue #1F,Woodside
5003,1.0,1.0,0,2000,600,254 Manhattan Avenue #1B,
5004,1.0,,0,2495,,301 West 45th Street #3A,Midtown West
5005,1.0,,0,2200,,195 Garfield Place #4G,Park Slope
5006,1.0,2.0,0,1950,,1464 Ocean Avenue #A5,Midwood
5007,2.0,2.0,0,4025,,57 Clay Street #521,Greenpoint
5008,1.0,1.0,0,3300,,88 Greenwich Street #2003,Financial District
5009,1.0,1.0,0,2900,586,350 East 82nd Street #4E,Yorkville
5010,,1.0,0,1620,,322 Rockaway Pkwy #4B,Brownsville
5011,1.0,3.0,0,3033,,920 Riverside Drive #63,Washington Heights
5012,1.0,2.0,0,3075,,254 E 3rd Street #15,East Village
5013,1.0,3.0,0,5295,,40 Harrison Street #6N,Tribeca
5014,1.0,1.0,0,3300,,57 Clay Street #201,Greenpoint
5015,1.0,,0,2700,,101 Bedford Avenue #B511,Williamsburg
5016,1.0,2.0,0,2400,,24-60 28th Street #3B,Astoria
5017,1.0,3.0,0,2753,,920 Riverside Drive #23,Washington Heights
5018,1.0,3.0,0,5100,,201 E 2 #3B,East Village
5019,1.0,1.0,0,2800,,64 Macdougal Street #10,Soho
5020,1.0,1.0,0,2750,,862 Union Street #6E,Park Slope
5021,1.0,,0,2395,,451 E 83rd Street #6D,Yorkville
5022,1.0,1.0,0,2795,,451 E 83rd Street #3A,Yorkville
5023,1.0,,0,2800,500,28 E 72nd Street #4B,Lenox Hill
5024,1.0,2.0,0,5330,1028,240 East 27th Street #17G,Kips Bay
5025,1.0,2.0,0,2300,700,215 E 86th Street #5W,
5026,1.0,1.0,0,2400,800,339 9th Street #2,Park Slope
5027,1.0,,0,2195,,123 Ludlow Street #9,Lower East Side
5028,1.0,1.0,0,2200,,696 2nd Avenue #3A,Murray Hill
5029,1.0,1.0,0,1350,,156 E 39th Street #2B,Northeast Flatbush
5030,1.0,2.0,0,1900,,687 Park Avenue #2L,Bedford-Stuyvesant
5031,1.0,,0,2395,,516 West 47th Street #S3J,Midtown West
5032,1.0,,0,1400,350,2515 Glenwood Road #4J,Flatbush
5033,1.5,1.0,0,5000,886,210 East 65th Street #8C,Lenox Hill
5034,1.0,2.0,0,3250,,312 East 82nd Street #3E,Yorkville
5035,1.0,3.0,0,3200,,418 West 130th Street #32,West Harlem
5036,1.0,3.0,0,2850,,224 W 116th #4W,Central Harlem
5037,1.0,1.0,0,1400,,510 Avenue Y #1,Gravesend
5038,1.0,2.0,0,2500,,543 East 5th Street #15,
5039,2.0,2.0,0,4500,,518 E 13 #7,
5040,2.0,2.0,0,5316,984,50 West 97th Street #12G,Upper West Side
5041,1.0,1.0,0,2995,599,335 Carroll Street #2G,Carroll Gardens
5042,1.0,2.0,0,2500,,543 East 5th Street #15,
5043,2.0,2.0,0,4500,,518 E 13 #7,
5044,1.0,1.0,0,2250,600,2311 21st Avenue #1H,Long Island City
5045,1.0,2.0,0,3600,,201 E 2 #2C,
5046,1.0,2.0,0,3550,,201 E 2 #3D,
5047,1.0,,0,2800,1200,502 Smith Street #2,Carroll Gardens
5048,,3.0,0,1745,,514 Tinton Avenue #3B,North New York
5049,1.0,2.0,0,1900,,7867 75th Street #2,Glendale
5050,1.0,1.0,0,2775,,194 Bleecker Street #1F,Greenwich Village
5051,1.0,2.0,0,3795,,236 W 16th Street #3D,Chelsea
5052,1.5,1.0,0,3295,,153 East 32nd Street #9D,Kips Bay
5053,2.0,3.0,0,2499,,186 Rockaway Avenue #2,Ocean Hill
5054,1.0,1.0,0,3295,,204 West 14th Street #1A,West Village
5055,4.5,4.0,0,18460,,21 West 86th Street #PHE,Upper West Side
5056,1.0,,0,2400,,325 East 10th #R1D,
5057,1.0,,0,1625,500,65-09 99th Street #4L,Rego Park
5058,2.0,2.0,0,4790,1050,244 East 86th Street #43,Yorkville
5059,1.0,2.0,0,2300,,126 E 103rd Street #4,East Harlem
5060,1.0,1.0,0,2100,,102-10 Queens Boulevard #802,Forest Hills
5061,1.0,3.0,0,2500,805,505 West 162nd Street #307,Washington Heights
5062,1.0,2.0,0,2850,740,37-21 31st Street #603,Long Island City
5063,1.0,1.0,0,2695,,320 W 84th Street #2J,
5064,2.0,3.0,0,2400,1360,98-51 65th Avenue #5E,Rego Park
5065,1.0,,0,2995,,106 Central Park South #5C,Central Park South
5066,1.0,2.0,0,1995,,309 E 108th Street #4H,
5067,1.0,1.0,0,2595,,515 East 88th Street #5C,Yorkville
5068,1.0,1.0,0,2150,,63-34 Fresh Pond Rd #4R,Ridgewood
5069,1.0,1.0,0,2195,750,499 Fort Washington Avenue #2E,Hudson Heights
5070,1.0,1.0,0,3200,,31 West 75th Street #3B,Upper West Side
5071,1.0,1.0,0,3795,,425 East 13th Street #4F,East Village
5072,1.0,,0,1725,350,121 Baxter Street #20R,Chinatown
5073,1.0,2.0,0,2495,,669 East 5th Street #4,Kensington
5074,1.0,1.0,0,3050,,110 West 74th Street #1B,Upper West Side
5075,1.0,2.0,0,2650,650,347 E 6th Street #3B,East Village
5076,1.0,1.0,0,1545,,497 West 182nd Street #1E,Manhattan
5077,1.0,1.0,0,2920,,457 West 50th Street #2E,Midtown West
5078,2.0,2.0,0,3350,,50 West 90th Street #B6,Upper West Side
5079,2.0,1.0,0,5815,,666 Greenwich Street #320,West Village
5080,2.0,,0,4892,,666 Greenwich Street #839,West Village
5081,1.0,,0,2492,,200 Water Street #301,Fulton/Seaport
5082,1.0,1.0,0,1700,,47-08 30th Avenue #1,Woodside
5083,1.0,2.0,0,2950,800,109 Union Street #3A,Columbia St Waterfront District
5084,1.0,2.0,0,3475,,704 Eighth Avenue #C3,Park Slope
5085,1.0,2.0,0,2995,900,93 Beaver Street #2,Bushwick
5086,1.0,1.5,0,2700,,56 Saint Johns Place #3RD,Park Slope
5087,1.0,,1,2750,,620 6th Street #GARDEN,Park Slope
5088,1.0,,0,3200,525,465 West 23rd Street #8G,West Chelsea
5089,1.0,,0,2382,,300 East 46th Street #11,Turtle Bay
5090,1.0,1.0,0,3555,,300 East 46th Street #9,Turtle Bay
5091,1.0,,0,2400,400,235 East 40th Street #12J,Murray Hill
5092,1.0,,0,2700,473,201 West 72nd Street #8J,Upper West Side
5093,1.0,1.0,0,2550,,201 East 22nd Street #3E,Gramercy Park
5094,1.0,2.0,0,2900,1200,1827 Second Avenue #5E,Yorkville
5095,1.5,1.0,0,7172,,160 Madison Avenue #36,Midtown South
5096,1.0,3.0,0,4900,,81 Second Avenue #3,East Village
5097,1.5,1.0,0,6800,1115,721 Fifth Avenue #33E,Midtown
5098,1.0,1.5,0,2995,,105 MacDougal Street #20,Greenwich Village
5099,1.0,,0,1950,,320 E 42nd Street #203,Murray Hill
5100,2.0,2.0,0,5800,,507 West 44th Street #1120,Midtown West
5101,1.0,2.0,0,4500,,507 West 44th Street #1603,Midtown West
5102,1.0,1.0,0,3960,,507 West 44th Street #2409,Midtown West
5103,1.0,1.0,0,3080,,507 West 44th Street #1814,Midtown West
5104,1.0,1.0,0,3895,,507 West 44th Street #2406,Midtown West
5105,1.0,1.0,0,2925,,507 West 44th Street #603,Midtown West
5106,2.0,3.0,0,7475,,507 West 44th Street #908,Midtown West
5107,1.0,1.0,0,3675,,507 West 44th Street #1115,Midtown West
5108,1.0,2.0,0,2800,750,206 Avenue B #5,East Village
5109,2.0,3.0,0,2500,1200,216-05 15th Road 2ND-FLOOR,Bay Terrace (Queens)
5110,1.0,3.0,0,5500,,307 Mott Street #1C,Noho
5111,3.0,3.0,0,8900,1798,360 Furman Street #221,Brooklyn Heights
5112,2.0,3.0,0,3500,1000,30-40 44th Street #2R,Astoria
5113,1.0,2.0,0,2600,900,30-10 41st Street #1,Astoria
5114,2.0,2.0,0,4150,1087,5-09 48th Avenue #5P,Hunters Point
5115,1.0,3.0,0,3300,,619 West 135th Street #96,Hamilton Heights
5116,1.0,1.5,0,2300,,407 Humboldt Street #6,Williamsburg
5117,1.0,1.0,0,2000,,260 Fort Washington Avenue #5G,Washington Heights
5118,2.0,2.0,0,4000,1100,518 8th Street #2,Park Slope
5119,1.0,1.0,0,2000,600,449 7th Avenue #2,Brooklyn
5120,1.0,2.0,0,3200,,166 35th Street #1,Greenwood
5121,1.0,,1,3000,,303 East 37th Street #3D,Murray Hill
5122,1.0,1.0,0,4850,887,350 West 42nd Street #48A,Midtown West
5123,1.0,3.0,0,2500,980,108 Ellery Street #B,Bedford-Stuyvesant
5124,,2.0,1,7950,1675,440 West 22nd Street #GARDEN,West Chelsea
5125,1.0,,0,2287,,90 West Street #5A,Financial District
5126,1.0,3.0,0,2600,,647 Flatbush Avenue #8,Prospect Lefferts Gardens
5127,1.0,2.0,0,2600,,423 Lincoln Place #4,Crown Heights
5128,1.0,,0,3495,,125 West 31st Street #34F,Midtown South
5129,1.0,2.0,0,2995,,96 Saint Marks Place #9,East Village
5130,1.0,1.0,0,1995,,2475 Palisade Avenue #6C,Spuyten Duyvil
5131,1.0,1.0,0,3700,,210 East 35th Street #6B,Murray Hill
5132,1.0,1.0,0,3300,,201 West 85th Street #7E,Upper West Side
5133,1.0,1.0,0,2910,,507 West 44th Street #227,Midtown West
5134,1.0,2.0,0,2600,,2121 35th Street #3,Astoria
5135,1.0,1.0,0,2219,,281 W 119th Street #1A,Central Harlem
5136,1.0,2.0,0,2430,,673 Halsey #3C,Stuyvesant Heights
5137,2.0,5.0,0,6500,2500,170 West 78th Street #B3R,Upper West Side
5138,1.0,2.0,0,2566,,1270 Amsterdam Avenue #1D,Morningside Heights
5139,1.0,1.0,0,2700,,238 East 106th Street #4A,East Harlem
5140,2.0,3.0,0,10950,,231 Second Avenue #14A,Gramercy Park
5141,2.0,2.0,0,10000,,50 East 80th Street #2A/3B,Upper East Side
5142,1.0,1.0,0,2650,,96 Berkeley Place #1GRDN,Park Slope
5143,1.0,2.0,0,4500,1100,160 East 3rd Street #1J,East Village
5144,1.0,1.0,0,1900,,673 Halsey #3B,Stuyvesant Heights
5145,1.0,2.0,0,2000,,1436 Ocean Avenue #3,Midwood
5146,,1.0,1,5250,802,123 Washington Street #47A,Financial District
5147,1.0,2.0,0,2550,,128 Marine Avenue #3K,Fort Hamilton
5148,1.0,1.0,0,2075,,436 E 75 #4ER,Upper East Side
5149,1.0,1.0,0,5000,,280 Park Avenue South #8K,Flatiron
5150,1.0,2.0,0,2000,,826 72nd Street #2,Dyker Heights
