,bath,bed,furnished,monthly,price,size,street,where
362,4.0,8.0,0,0,1950000,2856,893 Greene Avenue ,Stuyvesant Heights
363,2.5,3.0,0,0,3125000,2050,18 Cranberry Street #GARDEN,Brooklyn Heights
364,1.0,1.0,0,0,700000,,955 Park Avenue #3SE,Upper East Side
365,1.0,,0,0,349000,,175 Willoughby Street #14F,Fort Greene
366,5.0,11.0,0,0,3995000,,438 Union Street #1,Carroll Gardens
367,1.0,,0,0,549000,,414 W 54th Street #6E,Midtown West
368,2.0,2.0,0,0,488888,925,147-45 Barclay Avenue #1B,Flushing
369,5.0,8.0,0,0,1500000,,536 Ralph Avenue #1,Weeksville
370,2.0,2.0,0,0,2101000,1068,416 West 52nd Street #PH823,Midtown West
371,1.0,1.0,0,0,230000,,4705 Henry Hudson Parkway West #14F,Riverdale
372,2.0,3.0,0,0,392000,,4705 Henry Hudson Parkway West #14J,Riverdale
373,1.0,1.0,0,0,120000,,147-60 Charter Road #F,Kew Gardens Hills
374,1.0,1.0,0,0,425000,672,61-09 39th Avenue #L3,Woodside
375,1.0,1.0,0,0,325000,800,1710 Avenue H #E6,Ditmas Park
376,1.0,2.0,0,0,261000,875,150-15 79th Avenue #2H,Kew Gardens Hills
377,1.5,3.0,0,0,649000,,2066 Coleman Street ,Marine Park
378,1.0,1.0,0,0,2100000,,115 Central Park West #25C,Lincoln Square
379,1.5,1.0,0,0,485000,700,425 East 78th Street #3B,Upper East Side
380,,,0,0,18000000,16000,196-25 42nd Avenue ,East Flushing
381,1.0,1.0,0,0,1100000,1059,372 12th Street #6,Park Slope
382,1.0,1.0,0,0,400000,,344 East 58th Street #4B,Sutton Place
383,1.0,,0,0,6250000,10000,253 E 7th #LAND,East Village
384,2.0,2.0,0,0,1650000,,520 West 23rd Street #14F,West Chelsea
385,3.0,6.0,0,0,1150000,4048,44 Petersons Lane ,Pleasant Plains
386,2.0,3.0,0,0,799000,,165-06 71st Avenue ,Fresh Meadows
387,1.0,1.0,0,0,2388888,782,1 Central Park S #1508,Central Park South
388,1.0,2.0,0,0,199000,900,3363 Sedgwick Avenue #5R,Kingsbridge Heights
389,1.0,1.0,0,0,799000,800,265 Riverside Drive #4B,Upper West Side
390,2.0,4.0,0,0,1125000,2300,105-01 63 Drive #1,Forest Hills
391,,2.0,1,0,4120000,1023,123 Washington Street #56D,Financial District
392,3.5,3.0,0,0,7250000,2632,520 West 28th Street #4,West Chelsea
393,2.5,2.0,0,0,3000000,1442,1 West End Avenue #14K,Lincoln Square
394,,2.0,1,0,4625000,1152,123 Washington Street #56F,Financial District
395,,1.0,1,0,3100000,708,123 Washington Street #56G,Financial District
396,,1.0,1,0,2500000,606,123 Washington Street #56H,Financial District
397,3.0,7.0,0,0,1288000,3100,7308 Bay Parkway ,
398,2.0,3.0,0,0,1600000,1702,310 2nd Street #4D,Park Slope
399,1.0,1.0,0,0,365000,550,41-09 41st Street #4,
400,3.0,5.0,0,0,2898000,4000,1048 84th Street ,Dyker Heights
401,2.0,2.0,0,0,3495000,,464 Broome Street #4W,Soho
402,1.0,,0,0,159000,600,105-25 65th Avenue #4G,Forest Hills
403,1.0,,0,0,639000,514,150 Richardson Street #1,Williamsburg
404,1.0,2.0,0,0,389000,1000,105-37 65th Road #3F,Forest Hills
405,2.0,3.0,0,0,2195000,1309,515 E 72nd Street #20F,Upper East Side
406,1.5,2.0,0,0,3775000,1700,222 Central Park South #3,Central Park South
407,3.5,3.0,0,0,6300000,2993,505 West 19th Street #3W,West Chelsea
408,1.5,1.0,0,0,1200000,750,65 Central Park West #1F,Lincoln Square
409,2.0,3.0,0,0,685000,,61-22 Cooper Avenue ,Bushwick
410,2.5,2.0,0,0,2275000,1724,401 Hicks Street #B1B,Cobble Hill
411,1.0,1.0,0,0,658000,705,230 16th Street #5,Park Slope
412,1.0,3.0,0,0,345000,,15-28 159th Street #2,Clearview
413,2.0,2.0,0,0,1675000,,50 East 89th Street #23B,Carnegie Hill
414,1.5,3.0,0,0,599000,,26 Quintard Street ,Dongan Hills
415,3.5,4.0,0,0,999000,3700,2224 E 66th Street ,
416,1.0,1.0,0,0,865000,,111 East 56th Street #1003,Midtown
417,3.0,3.0,0,0,799000,,66-36 Yellowstone Boulevard #26D,Forest Hills
418,2.5,3.0,0,0,3395000,2175,136 East 76th Street #3BC,Upper East Side
419,2.0,3.0,0,0,240000,1206,144-67 Charter Rd #13B,Kew Gardens Hills
420,2.5,2.0,0,0,3230000,1662,50 West Street #25A,Financial District
421,2.0,2.0,0,0,1399000,,400 East 56th Street #28G,Sutton Place
422,4.0,7.0,0,0,1499000,,421 36th Street #3,Greenwood
423,2.5,4.0,0,0,1550000,1960,531 Main Street #315,
424,2.0,1.0,0,0,560000,,165 East 104th Street #4B,East Harlem
425,1.0,1.0,0,0,995000,,225 East 73rd Street #11D,Upper East Side
426,1.5,1.0,0,0,1180000,653,75 Wall Street #31G,
427,1.0,,0,0,199000,600,515 Avenue I #2A,Ocean Parkway
428,3.0,6.0,0,0,649000,1500,110-38 175th Street ,St. Albans
429,3.0,5.0,0,0,425000,1450,819 East 217th Street #PH,Williamsbridge
430,1.0,1.0,0,0,799000,804,130 Water Street #4C,Financial District
431,1.5,2.0,0,0,750000,1024,1215 Doone Ct ,Sheepshead Bay
432,1.0,2.0,0,0,328000,1100,117-01 Park Lane South #C2F,Kew Gardens
433,1.0,,0,0,135000,500,745 East 31 #7M,Flatbush
434,2.5,2.0,0,0,3650000,1826,15 West 63rd Street #15/16B,Lincoln Square
435,6.5,5.0,0,0,2700000,3136,130 West 127th Street #1-3,Central Harlem
436,1.0,,0,0,398000,460,230 Jay Street #7D,Downtown Brooklyn
437,4.5,5.0,0,0,1849000,,62-47 60th Street ,Ridgewood
438,1.5,2.0,0,0,579000,,64-27 72nd Street ,Middle Village
439,2.0,2.0,0,0,1200000,1048,26-26 Jackson Avenue #502,Hunters Point
440,1.0,,0,0,159999,550,68-20  Selfridge Street #6L,Forest Hills
441,1.5,3.0,0,0,399000,,111-45 Inwood Street ,South Jamaica
442,1.0,1.0,0,0,389000,700,2493 Ocean Avenue #A2,Madison
443,2.0,2.0,0,0,3200000,,406 W 45th Street #PHA,Midtown West
444,1.0,,0,0,625000,575,210 East 15th Street #2G,Gramercy Park
445,1.0,2.0,0,0,459000,,68-44 Burns Street #D4,Forest Hills
446,2.0,4.0,0,0,452000,3350,655 Adee Avenue #PH,Bronxwood
447,4.0,8.0,0,0,2649000,3360,428 Vanderbilt Avenue #1,Fort Greene
448,1.0,,0,0,999000,700,20 Pine Street #2503,Financial District
449,6.0,5.0,0,0,14950000,7100,158 Mercer Street #3/4B,Soho
450,2.0,3.0,0,0,2750000,2223,132 Perry Street #2E,West Village
451,1.0,,0,0,335000,,215 East 89th Street #A,Yorkville
452,2.0,1.0,0,0,2195000,1200,17 Warren Street #PHB,Tribeca
453,2.5,2.0,0,0,4750000,1604,404 Park Avenue South #9C,NoMad
454,2.0,3.0,0,0,2975000,1867,200 Water Street #4B,DUMBO
455,1.0,,0,0,105000,,99-10 60th Avenue #1A,Corona
456,1.0,1.0,0,0,169000,,85-15 Main Street #2K,Briarwood
457,4.5,6.0,0,0,8875000,,10 Gracie Square #11/12F,Yorkville
458,1.0,,0,0,385000,450,100 West 57th Street #9A,Midtown
459,2.5,3.0,0,0,549000,1224,80-55 249th Street #1,Bellerose
460,4.0,4.0,0,0,3750000,5016,248 West 138th Street ,Central Harlem
461,3.0,6.0,0,0,549000,1976,1151 East 85th Street ,Canarsie
462,2.0,2.0,0,0,4950000,2625,20-26 Greene Street #4B,Soho
463,3.0,9.0,0,0,1350000,2700,112 Cooper Street ,Bushwick
464,1.0,,0,0,165000,550,98-40 64th Avenue #3,Rego Park
465,2.5,4.0,0,0,679000,,85-42 105th Street ,Woodhaven
466,1.0,2.0,0,0,595000,960,100 Park Terrace West #3C,Inwood
467,1.0,1.0,0,0,800000,720,300 East 33rd Street #6N,Kips Bay
468,1.0,1.0,0,0,835000,700,170 North 11th Street #4D,Williamsburg
469,1.0,1.0,0,0,1600000,1000,715 Park Avenue #3A,Lenox Hill
470,3.0,2.0,0,0,6250000,,875 Fifth Avenue #19D,Lenox Hill
471,1.0,,0,0,450000,,407 Park Avenue South #23C,NoMad
472,2.0,3.0,0,0,2295000,1309,515 East 72nd Street #17F,Upper East Side
473,1.0,,0,0,355000,,221 East 76th Street #6E,Upper East Side
474,2.0,2.0,0,0,1700000,1610,870 United Nations Plaza #19B,Beekman
475,2.5,2.0,0,0,4895000,1691,520 West 28th Street #3,West Chelsea
476,1.0,1.0,0,0,1485000,794,1 Irving Place #P10B,Gramercy Park
477,2.0,2.0,0,0,4294990,1754,55 West 17th Street #1602,Flatiron
478,1.5,2.0,0,0,638000,1300,207 Ocean Parkway #2H/3H,Kensington
479,1.0,1.0,0,0,1680000,805,240 Park Avenue South #8D,Flatiron
480,1.0,1.0,0,0,320000,,35-45 81st Street #B,Jackson Heights
481,2.5,6.0,0,0,539000,2100,255 Hett Avenue ,New Dorp Beach
482,4.5,3.0,0,0,21995000,3396,212 West 18th Street PENTHOUSE,Chelsea
483,1.0,1.0,0,0,3200000,782,1 Central Park South #608,Central Park South
484,3.0,4.0,0,0,2825000,2722,113A King Street ,Red Hook
485,1.5,3.0,0,0,475000,2900,119-72 178th Street ,St. Albans
486,3.0,2.5,0,0,5000000,,533 Canal Street #7EM,Soho
487,1.0,3.0,0,0,428888,,89-69 Springfield Boulevard ,Queens Village
488,2.0,4.0,0,0,850000,2375,135 Oxford Street ,Manhattan Beach
489,2.0,2.0,0,0,1690000,968,225 Rector Place #18C,Battery Park City
490,3.5,3.0,0,0,3700000,,53 East 66th Street #2A,Lenox Hill
491,1.0,2.0,0,0,509250,,1793 Riverside Drive #3B,Inwood
492,2.5,6.0,0,0,395000,1807,160-20 107th Avenue ,South Jamaica
493,4.5,4.0,0,0,899000,1728,146 Oxford Street ,Manhattan Beach
494,1.0,1.0,0,0,1395000,691,1 Central Park West #1118,Lincoln Square
495,1.5,1.0,0,0,485000,700,425 East 78th Street #3B,Upper East Side
496,8.0,12.0,0,0,2995000,5400,136 Dikeman Street ,Red Hook
497,2.0,3.0,0,0,389000,1450,672 Hinsdale Street ,East New York
498,4.5,7.0,0,0,1649000,3080,1859 76th Street ,Bensonhurst
499,1.0,,0,0,189000,,112-20 72nd Drive #D12,Forest Hills
500,3.5,4.0,0,0,1549000,1915,261 13th Street ,Park Slope
501,4.5,8.0,0,0,1849000,2958,62 28th Avenue ,Gravesend
502,2.0,3.0,0,0,599000,1050,1248 73rd Street #2B,Dyker Heights
503,1.0,3.0,0,0,759000,1769,980 Fingerboard Road ,Dongan Hills
504,3.0,4.0,0,0,2775000,2750,2 East End Avenue #1A,Yorkville
505,5.0,4.0,0,0,18500000,5573,171 West 57th Street #PH,Midtown
506,4.5,4.0,0,0,16350000,4155,212 Fifth Avenue #16A,NoMad
507,3.5,3.0,0,0,9500000,3078,212 Fifth Avenue #16B,NoMad
508,3.5,3.0,0,0,11900000,3008,212 Fifth Avenue #12A,NoMad
509,3.5,3.0,0,0,11300000,3008,212 Fifth Avenue #9A,NoMad
510,2.5,2.0,0,0,4200000,1538,212 Fifth Avenue #8C,NoMad
511,3.5,3.0,0,0,7000000,2693,212 Fifth Avenue #8B,NoMad
512,3.5,3.0,0,0,10700000,3008,212 Fifth Avenue #6A,NoMad
513,3.5,3.0,0,0,7050000,2693,212 Fifth Avenue #4B,NoMad
514,2.0,,0,0,1695000,1403,15 Broad Street #2226,Financial District
515,3.5,3.0,0,0,3600000,2196,233 East 17th Street #6,Gramercy Park
516,2.0,2.0,0,0,2095000,,440 East 57th Street #20B,Sutton Place
517,1.0,3.0,0,0,549000,,40 Somers Street #3,Ocean Hill
518,,,0,0,3895000,,2 Saint Felix Street ,Fort Greene
519,2.0,1.0,0,0,2900000,1359,124 West 24th Street #PHD,Chelsea
520,1.5,2.0,0,0,899000,,71 Cranberry Street #3,Brooklyn Heights
521,4.5,4.0,0,0,9300000,2811,30 Park Place #56A,Tribeca
522,1.0,3.0,0,0,539000,811,40 Somers Street #2,Ocean Hill
523,1.0,3.0,0,0,499000,,40 Somers Street #1,Ocean Hill
524,1.0,2.0,0,0,210000,1000,165-20 Highland Avenue #600,Jamaica Hills
525,10.0,12.0,0,0,6999999,6875,186 Green Street #TWNH,Greenpoint
526,2.0,2.0,0,0,1850000,1390,25 Murray Street #3K,Tribeca
527,3.0,4.0,0,0,6450000,,570 Park Avenue #11C,Lenox Hill
528,1.0,2.0,0,0,1750000,,907 Fifth Avenue #7A,Lenox Hill
529,1.0,1.0,0,0,635000,,2025 Broadway #5A,Lincoln Square
530,1.0,2.0,0,0,1950000,1223,20 Pine Street #911,Financial District
531,1.5,3.0,0,0,439000,,102-18 187th Street ,
532,10.0,8.0,0,0,13750000,,50 East 81st Street ,Upper East Side
533,1.5,2.0,0,0,999000,,140 West 58th Street #6C,Midtown
534,3.5,3.0,0,0,7150000,2219,30 Park Place #46A,Tribeca
535,1.0,1.0,0,0,729000,,333 East 53 #12H,Sutton Place
536,2.5,2.0,0,0,4895000,1691,520 West 28th Street #3,West Chelsea
537,1.0,,0,0,625000,,7 East 14th Street #826,Flatiron
538,2.5,2.0,0,0,1375000,1453,686 Saint Johns Place #2,Crown Heights
539,2.5,2.0,0,0,1695000,2225,686 Saint Johns Place #1,Crown Heights
540,1.0,,0,0,135000,,5700 Arlington Avenue #2O,Riverdale
541,2.0,1.0,0,0,2100000,1613,310 East 53rd Street #4/5D,Turtle Bay
542,3.0,3.0,0,0,5995000,3000,284 Lafayette Street #6D,Soho
543,1.0,1.0,0,0,1825000,845,245 West 14th Street #3C,Chelsea
544,1.0,1.0,0,0,799000,,235 East 22nd Street #13T,Gramercy Park
545,5.0,4.0,0,0,16250000,4973,22 Gramercy Park South #1/2,Gramercy Park
546,2.0,2.0,0,0,2850000,,710 Park Avenue #14C,Lenox Hill
547,2.5,3.0,0,0,4395000,1766,225 East 81st Street PENTHOUSE,Yorkville
548,1.0,1.0,0,0,175000,,212-12 73rd Avenue #3A,Oakland Gardens
549,2.0,2.0,0,0,3450000,1522,204 Forsyth Street #4B,Lower East Side
550,1.0,,0,0,925000,538,150 West 56th Street #4211,Midtown
551,2.0,2.0,0,0,2500000,1841,14 East 33rd Street #6S,Midtown South
552,8.0,8.0,0,0,8500000,5306,198 West 10th Street ,West Village
553,1.0,1.0,0,0,855000,668,404 East 79th #28D,Upper East Side
554,2.0,3.0,0,0,525000,,83-33 Austin Street #3B,Kew Gardens
555,2.0,2.0,0,0,2500000,,50 Orchard Street #2D,Lower East Side
556,3.0,3.0,0,0,5400000,,115 Central Park West #11G,Lincoln Square
557,1.0,1.0,0,0,479000,950,570 Westminster Road #B23,Ditmas Park
558,3.0,3.0,0,0,795000,,5900 Arlington Avenue #3JK,Riverdale
559,2.0,2.0,0,0,2627500,1051,111 West 67th Street #41C,Lincoln Square
560,2.5,2.0,0,0,9995000,2810,126 West 22nd Street #12S,Chelsea
561,4.0,4.0,0,0,2100000,3105,38 Vanderbilt Avenue ,Fort Greene
562,1.0,3.0,0,0,950000,1200,69 Tiemann Place #54,Morningside Heights
563,2.0,4.0,0,0,1499000,1393,593 3rd Avenue ,Park Slope
564,3.0,7.0,0,0,4500000,2400,344 Butler Street ,Park Slope
565,1.0,1.0,0,0,659000,,210 East Broadway #H1503,Lower East Side
566,2.0,4.0,0,0,1100000,,683 Bushwick Avenue #1,Bushwick
567,3.0,3.0,0,0,5350000,2500,563 Park Avenue #10,Lenox Hill
568,2.5,5.0,0,0,1198000,2204,1176 East 18th Street ,Midwood
569,3.0,4.0,0,0,779000,1700,138 9th Street ,Gowanus
570,1.0,2.0,0,0,369000,,96-09 67th Avenue #5G,Rego Park
571,2.0,7.0,0,0,999999,2118,615 2nd Street ,Kensington
572,2.5,6.0,0,0,899000,1800,2538 Pitkin Avenue ,East New York
573,1.0,1.0,0,0,169000,,84-02 Beverly Rd #E1,Kew Gardens
574,2.5,2.0,0,0,9995000,2810,126 West 22nd Street #12S,Chelsea
575,1.0,1.0,0,0,675000,,15 Jones Street #4F,West Village
576,1.0,,0,0,114900,,2331 Ocean Avenue #1B,Madison
577,8.0,8.0,0,0,19250000,,53 East 67th Street ,Lenox Hill
578,3.0,4.0,0,0,379000,1120,102-36 188th Street ,Hollis
579,1.0,1.0,0,0,299000,,804 West 180th Street #9,Hudson Heights
580,1.5,2.0,0,0,539000,747,206 East 124th Street #5A,East Harlem
581,3.0,3.0,0,0,5989000,3200,205 West 19th Street #8F,Chelsea
582,1.0,,0,0,355000,,23 East 74th Street #9C,Upper East Side
583,1.0,1.0,0,0,309000,,63-11 Queens Boulevard #G22,Woodside
584,3.0,3.0,0,0,729000,1536,6908 Avenue V ,Bergen Beach
585,3.5,5.0,0,0,2399000,3120,1022 85th Street ,Dyker Heights
586,2.5,3.0,0,0,975000,,3405 80th Street #42,Jackson Heights
587,3.0,5.0,0,0,4200000,,346 Van Brunt Street #TWHSE,Red Hook
588,4.0,5.0,0,0,6195000,,312 East 52nd Street ,Turtle Bay
589,2.0,2.0,0,0,2695000,1807,20 Pine Street #2306,Financial District
590,2.5,2.0,0,0,2799000,,181 East 90th Street #23B,
591,3.0,6.0,0,0,3850000,3368,163 Dekalb Avenue ,Fort Greene
592,1.0,1.0,0,0,225000,850,2375 Ocean Avenue #3A,Madison
593,3.0,6.0,0,0,1348000,3204,1974 West 6th Street ,Gravesend
594,2.0,3.0,0,0,2295000,,895 West End Avenue #12D,Upper West Side
595,1.0,,0,0,119000,,125-10 Queens Boulevard #1810,Kew Gardens
596,2.5,5.0,0,0,1288000,1000,687 83rd Street ,Dyker Heights
597,1.0,1.0,0,0,488000,495,346 91st Street #305,Fort Hamilton
598,2.5,7.0,0,0,1350000,2404,1916 71st Street ,Bensonhurst
599,2.5,5.0,0,0,985000,2200,216 Albany Avenue ,Crown Heights
600,2.5,4.0,0,0,1050000,1440,1250 Bay Ridge Parkway ,Dyker Heights
601,1.0,,0,0,419000,,505 E 82nd Street #5H,Yorkville
602,3.0,3.0,0,0,5895000,2235,59 West 12th Street #11G,Greenwich Village
603,3.5,3.0,0,0,5550000,2191,1 Morton Square #L6BE,West Village
604,2.0,3.0,0,0,459500,1500,3850 Hudson Manor Terrace #2FW,Riverdale
605,1.0,1.0,0,0,1395000,806,18 West 48th Street #6F,Midtown
606,1.0,1.0,0,0,835000,700,350 East 82nd Street #6P,Yorkville
607,3.5,4.0,0,0,1150000,4300,102 Petrus Avenue ,Eltingville
608,1.0,1.0,0,0,1375000,,201 West 16th Street #18D,Chelsea
609,2.5,3.0,0,0,1500000,1050,421 18th Street ,Park Slope
610,2.0,2.0,0,0,1599000,,150 West End Avenue #3D,Lincoln Square
611,3.5,5.0,0,0,1350000,2300,1153 40th Street ,Borough Park
612,1.0,,0,0,430000,600,235 East 87th Street #10I,Yorkville
613,,1.0,1,0,706200,642,155 E 34th Street #2E,Murray Hill
614,1.0,,0,0,615000,425,20 West Street #11D,Financial District
615,2.5,3.0,0,0,1495000,,5251 Fieldston Road ,Fieldston
616,4.0,4.0,0,0,5495000,,155 West 15th Street #6A,Chelsea
617,2.0,1.0,0,0,2900000,1359,124 West 24th Street #PHD,Chelsea
618,1.5,3.0,0,0,675000,,5163 Post Road ,Fieldston
619,3.0,2.0,0,0,3450000,,1100 Park Avenue #10C,Carnegie Hill
620,1.0,,0,0,399000,,111 South 3rd Street #5A,Williamsburg
621,1.0,2.0,0,0,209000,1100,3755 Henry Hudson Pkwy W #12E,Riverdale
622,2.0,2.0,0,0,1199000,965,255 1st Street #8A,Park Slope
623,1.0,1.0,0,0,300000,,446 Kingston Avenue #E16,Wingate
624,1.0,1.0,0,0,899000,946,255 1st Street #8C,Park Slope
625,2.0,2.0,0,0,2295000,1472,408 East 79th Street #6C,Upper East Side
626,2.0,2.0,0,0,1150000,870,5 Roebling Street #3A,Williamsburg
627,3.0,9.0,0,0,1099000,3360,1495 Lincoln Place ,Weeksville
628,1.5,1.0,0,0,1280000,771,1438 Third Avenue #28A,Upper East Side
629,1.0,1.0,0,0,795000,850,349 East 49th Street #4P,Turtle Bay
630,1.0,1.0,0,0,1250000,825,465 Park Avenue #2003,Midtown
631,1.5,2.0,0,0,2170000,,161 Ninth Avenue #1B,West Chelsea
632,1.0,1.0,0,0,1250000,750,111 E 56th Street #212,Midtown
633,1.0,1.0,0,0,1150000,,426 West Broadway #3D,Soho
634,2.5,4.0,0,0,18000000,,88 Central Park West #7N,Lincoln Square
635,1.0,1.0,0,0,995000,,3 Hanover Square #17G,Financial District
636,1.0,1.0,0,0,1632000,,136 Waverly Place #17E,West Village
637,2.0,1.0,0,0,599000,1000,100 West 57th Street #16NO,Midtown
638,1.0,1.0,0,0,1895000,890,10 Madison Square West #5A,Flatiron
639,1.0,1.0,0,0,215000,,66-08 Grand Central Parkway #1C,Forest Hills
640,3.0,3.0,0,0,7250000,,655 Park Avenue #109E,Lenox Hill
641,2.0,2.0,0,0,657000,,37-59 61th Street #6A,Woodside
642,1.0,2.0,0,0,750000,,50 West 106th Street #16D,Manhattan Valley
643,2.0,5.0,0,0,1200000,,100-02 39th Avenue #2,North Corona
644,2.5,2.0,0,0,2075000,1369,51 Jay Street #5B,DUMBO
645,2.0,2.0,0,0,3150000,1510,101 Leonard Street #9D,Tribeca
646,1.0,1.0,0,0,275000,,52-40 39th Drive #10B,Woodside
647,2.0,2.0,0,0,1800000,,520 East 86th Street #6B,Yorkville
648,1.0,1.0,0,0,949000,636,464 West 44th Street #4E,Midtown West
649,1.0,2.0,0,0,995000,960,211 Berry Street #2,Williamsburg
650,1.0,1.0,0,0,846900,,20 E 9th Street #10R,Greenwich Village
651,1.0,1.0,0,0,305000,,39-30 52nd Street #3B,Sunnyside
652,3.0,5.0,0,0,579000,,111-37 156th Street ,South Jamaica
653,1.0,,0,0,290000,,345 East 61st Street #2B,Lenox Hill
654,1.0,2.0,0,0,825000,1095,473 Fdr Drive #K805,Lower East Side
655,1.0,1.0,0,0,450000,802,116-11 Curzon Road #4A,Kew Gardens
656,1.0,1.0,0,0,689000,800,333 East 75th Street #11B,Upper East Side
657,1.0,2.0,0,0,825000,,155 East 2nd Street #C,East Village
658,1.0,1.0,0,0,1250000,1000,23 West 9th Street #1,Greenwich Village
659,1.5,1.0,0,0,2395000,1454,432 W 52nd Street DUPLEX-A,Midtown West
660,2.0,2.0,0,0,2495000,1350,125 West 22nd Street #6C,Chelsea
661,1.5,1.0,0,0,699000,,100 Oceana Drive West #1B,Brighton Beach
662,1.0,1.0,0,0,499000,625,240 East 55th Street #6H,Midtown East
663,1.0,1.0,0,0,639000,,305 East 40th Street #16H,Murray Hill
664,2.0,2.0,0,0,1750000,,136 East 76th Street #15B,Upper East Side
665,1.0,,0,0,499000,700,152 East 94th Street #5H,Carnegie Hill
666,2.0,2.0,0,0,1389000,1160,145 Park Place #6B,Park Slope
667,8.0,16.0,0,0,14999000,8382,345/347 West 19th Street ,Chelsea
668,2.0,2.0,0,0,299000,,94-11 34 Rd #2K,Jackson Heights
669,1.0,1.0,0,0,950000,,80 Charles Street #5W,West Village
670,1.0,1.0,0,0,525000,,200 Cabrini Boulevard #7,Hudson Heights
671,2.5,3.0,0,0,2460000,,280 Saint Marks Avenue #PHE,Prospect Heights
672,1.0,1.0,0,0,2495000,817,502 Park Avenue #11E,Lenox Hill
673,1.5,1.0,0,0,1180000,653,75 Wall Street #31G,
674,2.0,3.0,0,0,949000,,24-09 37th Avenue #2,Long Island City
675,1.0,,0,0,22000000,,132 East 62nd Street ,Lenox Hill
676,2.0,2.0,0,0,1725000,1400,176 East 77th Street #7FG,Upper East Side
677,1.0,1.0,0,0,749000,725,145 East 15th Street #5S,Gramercy Park
678,3.0,7.0,0,0,1100000,,2341 Foster Avenue ,Ditmas Park
679,1.0,2.0,0,0,565000,,340 Haven Avenue #4P,Hudson Heights
680,2.0,2.0,0,0,1350000,1260,457 Atlantic Avenue #7A,Boerum Hill
681,2.0,2.0,0,0,1295000,,2 Beekman Place #14E,Beekman
682,1.0,1.0,0,0,1100000,,360 West 22nd Street #7C,Chelsea
683,3.5,6.0,0,0,1200000,,1002 Sterling Place #TWHSE,Crown Heights
684,2.5,4.0,0,0,988000,1942,8624 25th Avenue ,Gravesend
685,2.0,3.0,0,0,2795000,,535 West 110th Street #15CE,Morningside Heights
686,8.0,16.0,0,0,14999000,8382,345/347 West 19th Street ,Chelsea
687,4.5,4.0,0,0,11500000,3809,275 West 10th Street #4C,West Village
688,1.5,1.0,0,0,1150000,904,201 West 70th Street #10C,Lincoln Square
689,,,0,0,199999,912,122-15 25th Rd #CF1,College Point
690,4.0,4.0,0,0,2795000,,175 East 62nd Street #15D,Lenox Hill
691,2.5,3.0,0,0,529000,2000,330 E 52st #1,Northeast Flatbush
692,1.0,1.0,0,0,840000,738,150 Myrtle Avenue #2205,Downtown Brooklyn
693,1.5,2.0,0,0,1375000,,322 West 72nd Street #6D,Lincoln Square
694,3.0,3.0,0,0,3300000,1811,541 Leonard Street #C,Greenpoint
695,3.0,3.0,0,0,6500000,,390 West End Avenue #5L,Upper West Side
696,1.0,1.0,0,0,575000,,315 East 68th Street #3N,Lenox Hill
697,2.0,4.0,0,0,495000,,137-43 234th Street ,Laurelton
698,1.0,2.0,0,0,285000,907,118-60 Metropolitan Avenue #4C,Kew Gardens
699,2.0,7.0,0,0,529000,2149,311 Grafton Street ,
700,4.5,4.0,0,0,18900000,5617,1110 Park Avenue #G,Carnegie Hill
701,2.5,3.0,0,0,3395000,2175,136 East 76th Street #3BC,Upper East Side
702,1.0,1.0,0,0,219000,700,1750 E. 14th Street #L4,
703,1.0,1.0,0,0,675000,755,65 Clifton Place #2A,Clinton Hill
704,1.0,1.0,0,0,595000,600,301 East 62 #6E,Lenox Hill
705,2.0,6.0,0,0,1800000,3956,8120 19th Avenue ,Bensonhurst
706,1.0,1.0,0,0,599000,,32 West 82nd Street #4E,Upper West Side
707,1.5,1.0,0,0,1150000,850,111 East 56th Street #1101,Midtown
708,1.5,3.0,0,0,699000,1100,79 Wolcott Street #303B,Red Hook
709,1.5,3.0,0,0,839000,2208,2141 70th Street ,Bensonhurst
710,2.0,2.0,0,0,725000,927,249 E 118th Street #2D,East Harlem
711,2.0,6.0,0,0,1750000,3000,570 Prospect Avenue ,Windsor Terrace
712,1.0,2.0,0,0,750000,904,501 W 123rd Street #15B,
713,4.0,5.0,0,0,2688000,4722,165 Slocum Crescent ,Forest Hills
714,1.0,1.0,0,0,950000,605,2 Northside Piers #27D,Williamsburg
715,1.0,,0,0,349000,,175 Willoughby Street #14F,Fort Greene
716,4.0,5.0,0,0,2688000,4722,165 Slocum Crescent ,Forest Hills
717,1.0,2.0,0,0,825000,1813,267 Avenue O #1,Mapleton
718,1.0,,0,0,419000,,245 East 54th Street #9T,Midtown East
719,,3.0,0,0,579000,,18 Stafford Avenue ,Annadale
720,3.0,6.0,0,0,925000,,2008 East 68th Street ,Bergen Beach
721,1.5,3.0,0,0,599000,1592,95-01 68th Avenue ,Forest Hills
722,2.0,2.0,0,0,2850000,1311,70 Little West Street #21B,Battery Park City
723,1.0,1.0,0,0,278000,820,68-63 108th Street #1D,Forest Hills
724,1.0,1.0,0,0,185000,,3475 Greystone Avenue #4E,Riverdale
725,2.0,2.0,0,0,1875000,,300 East 74th Street #35F,Upper East Side
